title,date_company,content
"과천시, '1가구 1주택 고령자 임대주택 소득, 세부담 완화 건의'",2021.04.09 | 한국경제 | 다음뉴스,기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 발표했다. 이는 1가구1주택 고령자 임대주택 소득에 대한 세부담 완화를 위해서다.시가 건의한 내용은 ‘만 70...
오늘부터 고령자 접종 예약..다음 주 백신 숨통 트인다,2021.05.06 | KBS | 다음뉴스,[앵커] 오늘(6일)부터 70에서 74세 어르신과 만성중증호흡기질환자들의 백신 접종 예약이 시작됩니다. 코로나19 백신의 일시적인 부족으로 접종자 수가 더디게 증가하는...
우리 할머니 백신 언제?..속도 못 내는 고령자 접종,2021.04.20 | 뉴스1 | 다음뉴스,있다. 2021.4.19/뉴스1 © News1 박지혜 기자 (서울=뉴스1) 김태환 기자 = 65세 이상 고령자의 코로나19 예방접종 속도가 기대에 못 미치고 있다. 접종에 필요한 백신 총량을...
"장애인, 고령자 등 누구나 편리한 서울다누림버스 타고 안전한 여...",2021.05.03 | 문화뉴스,"서울다누림버스를 운행한다고 밝혔다. 서울다누림버스는 서울관광재단에서 장애인, 고령자 등 관광 약자를 포함한 누구나 여행이 편리한 서울을 위한 ‘유니버설 관광환경..."
"日 고령자 3600만명, 다음주부터 코로나19 백신 접종 시작",2021.04.11 | 한국경제 | 다음뉴스,일본에서 65세 이상 고령자를 대상으로 한 신종 코로나바이러스 감염증(코로나19) 백신접종이 시작될 예정이다. 10일 요미우리신문에 따르면 접종 대상 고령자는 3600만명...
日 고령자 접종 시작했지만..도쿄 배정물량 달랑 2000명분,2021.04.12 | 중앙일보 | 다음뉴스,일본에서 12일부터 65세 이상 고령자 3600만명을 대상으로 한 신종 코로나바이러스 감염증(코로나19) 백신 접종이 시작됐다. 하지만 유럽에서 들어오는 화이자 백신 공급...
"평창군, ‘고령자 건강반찬 나누기’ 추진",2021.04.12 | 참뉴스,참뉴스】정광섭 기자 = 강원 평창군은12일부터 16일까지 닷새간 관내 5개 읍ㆍ면 고령자 800명을 대상으로 ‘취약계층 식생활ㆍ건강개선을 위한 고령자 건강반찬 나누기...
"두 달 만에 150명 넘은 위중증 환자.. ""고령자 접종 속도 내야""",2021.04.27 | 국민일보 | 다음뉴스,부천의 노인 주간보호센터에서는 이날까지 확진자 70명이 나왔다. 방역 당국은 고령자들이 신속하게 접종을 받고 면역을 얻어야 위중증 환자를 줄일 수 있다고 설명했다...
"전북생진원, 고령자 건강 맞춤형 토탈 케어 플랫폼 서비스 완성",2021.04.16 | 전라일보,"산업진흥원(원장 김동수)원 도내 IT 전문 기업체인 ㈜필컴, ㈜아람솔루션과 함께 고령자 건강 맞춤형 토탈케어 플랫폼 서비스를 완성했다고 16일 밝혔다.2020년 기준 우리..."
"청양군, 13일부터 고령자 백신 2차 접종",2021.05.10 | 디트뉴스24,"청양군이 오는 13일부터 75세 노인에 대한 코로나19 백신 2차 접종에 나선다고 10일 밝혔다. 2차 접종에 사용할 백신은 1차 때와 같은 화이자 제품이며, 접종 희망자는 모두..."
"日 자민당 정조회장, ""고령자 백신 접종 연내 마치지 못할 수도""",2021.04.19 | 한국일보 | 다음뉴스,"博文) 정무조사회장이 일본의 신종 코로나바이러스 감염증(코로나19) 백신 접종이 고령자에 대해서도 연내에 끝나지 않을 가능성을 언급했다. 정조회장은 간사장, 총무회장..."
"""87세 할머니도 감감무소식""..더딘 고령자 백신 접종에 속터져[촉!]",2021.04.27 | 헤럴드경제 | 다음뉴스,연세가 87세인데 백신은 감감무소식이다”고 했다. 이어 “4월부터 75세 이상 고령자 대상으로 백신을 맞게 한다고 했으면서 아무런 연락도 못 받아 이모가 구청에 알아보니...
신규 확진 541명..모레부터 고령자 접종 예약,2021.05.04 | 연합뉴스TV | 다음뉴스,[뉴스리뷰] [앵커] 코로나19 확진자가 다시 500명대로 올라섰습니다. 600명대에 이르던 지난주보다는 적지만 검사 건수 감소 영향이라 확산세가 꺾인 것으로 보긴...
"안양시, 혼자 사는 65세이상 어르신 고령자 안심단말기를 무료 설...",2021.05.06 | 여성종합뉴스,[여성종합뉴스]안양시는 혼자 사는 65세이상 어르신 가정에 고령자 안심단말기를 무료로 설치 지원하고 있다. 이 서비스는 낙상이나 호흡곤란 등 긴급상황 발생 시‘살려줘...
신규 확진 541명..모레부터 고령자 접종 예약,2021.05.04 | 연합뉴스TV | 다음뉴스,[앵커] 코로나19 확진자가 다시 500명대로 올라섰습니다. 600명대에 이르던 지난주보다는 적지만 검사 건수 감소 영향이라 확산세가 꺾인 것으로 보긴 어려운데요. 이런...
"고령자, 코로나 백신접종 전면 확대",2021.04.15 | 새전북신문,19 예방접종센터가 이달 중 도내 전역에 들어선다. 따라서 거주지와 상관없이 일반 고령자는 모두 백신 주사를 맞을 수 있게 됐다.<본지 4월15일자 1면 보도><관련기사 2면...
"교보생명, 고령자·유병력자 대상 간편가입 건강보험 출시",2021.04.12 | 아시아경제 | 다음뉴스,교보생명은 고령자나 유병력자도 맞춤형 보장을 준비할 수 있는 '교보간편가입건강보험'을 출시했다고 12일 밝혔다. [아시아경제 오현길 기자] 교보생명은 고령자나...
"일본, 닷새 만에 확진자 3천명↓..12일부터 고령자 '백신 접종'",2021.04.11 | 한겨레 | 다음뉴스,"일본의 코로나19 하루 확진자가 닷새 만에 3천명 아래로 떨어진 가운데, 12일부터 고령자를 대상으로 백신 접종이 시작된다. <니혼게이자이신문>은 “65살 이상 고령자..."
"천안시·천안세무서, 고령자·장애인 소득세 ‘도움창구’ 운영…...",2021.05.06 | 동양일보,［동양일보 최재기 기자］천안시와 천안세무서가 손잡고 고령자와 장애인을 위한 소득세 신고 도움창구 운영한다. 6일 천안시에 따르면 종합소득세(국세)와 개인지방소득세...
"묻지도 따지지도 않는 고령자 보험, 보험료는 2배 비싸",2021.04.13 | 조선일보 | 다음뉴스,여부를 판단하는 ‘초(超)간편 보험'이 속속 등장하고 있다. 질병 이력이 있거나 고령자가 이용하던 기존 ‘간편심사 보험'보다 가입 절차가 더 간단해졌기 때문에 ‘초(超...
김해형 고령자 주거지원 서비스 시범,2021.04.20 | 창원일보,테이블 제작. 김해시는 지역사회 통합돌봄 선도사업의 일환으로 올해 `김해형 고령자 주거지원 서비스`를 시범 실시한다고 밝혔다. 김해형 고령자 주거지원 서비스는 대상자...
주말 80대 고령자 코로나19 ‘양성’,2021.04.25 | 온양신문,주말인 지난 4월 24일 아산에서 80대 고령자가 코로나바이러스감염증-19(코로나19)에 감염됐다. 특히 이 환자는 감염경로 미상으로 당국이 조사중이다. 아산시에 의하면...
"생진원, 고령자 건강 맞춤형 토탈 케어 플랫폼 서비스 완성",2021.04.18 | 전민일보,"산업진흥원(원장 김동수)는 도내 IT 전문 기업 체인 ㈜필컴, ㈜아람솔루션과 함께 고령자 건강 맞춤형 토탈케어 플랫폼 서비스를 완성했다고 16일 밝혔다. 고령자 건강 맞춤..."
"동두천시 자원봉사센터, 75세 이상 고령자 대상 백신 예방접종 봉...",2021.05.03 | 경인매일,동두천시자원봉사센터는 시민회관에서 4월 29일부터 6월 30일까지 실시하는 75세 고령자 대상 코로나19 예방접종센터에 봉사자를 배치했다. 적십자지구협의회 회원 10...
고령자에 라임펀드 판 신한은행..75% 배상해야,2021.04.20 | 머니투데이 | 다음뉴스,신한은행 전경/사진제공=신한은행 #. 신한은행 직원은 안전한 상품 추천을 요청한 고령자 A씨에게 라임펀드를 소개했다. 해당 직원은 금융투자상품 투자경험이 없던 A씨의...
접종자 일시 감소..내일부터 고령자 예약·다음주 백신 숨통 트인다,2021.05.05 | KBS | 다음뉴스,[앵커] 백신 상황 살펴보겠습니다. 오늘(5일) 새로 화이자 백신 43만 6천회 분이 우리나라에 도착했습니다. 내일(6일)부터는 일흔 살에서 일흔네 살 어르신과 만성중증...
김해시 고령자 맞춤형 주거지원 서비스 시작,2021.04.20 | 뉴스프리존,우성자 기자=경남 김해시는 지역사회 통합돌봄 선도사업의 일환으로 올해 '김해형 고령자 주거지원 서비스'를 시범 실시한다고 20일 밝혔다. 김해형 고령자 주거지원 서비스...
일하는 60대 이상 고령자가 30대보다 많다..사상 처음 역전,2021.04.26 | 중앙일보 | 다음뉴스,"500만 명을 처음 돌파했고, 1987년 통계 작성 이후 최대 인원이다. 60세 이상 고령자가 전체 취업자(2692만3000명)에서 차지하는 비율도 19.5%로 역대 최대를 찍었다. 일..."
'장애인고령자등지원주택10만호공급공동대책위원회 출범식',2021.04.19 | 뉴스1 | 다음뉴스,(서울=뉴스1) 오대일 기자 = 장애인고령자등지원주택10만호공급공동대책위원회가 19일 오전 국회 본관 앞 계단에서 출범식 및 주거약자법 개정·주거유지지원서비스법 제정...
"전북도생물산업진흥원, 고령자 건강 맞춤형 토탈 케어 플랫폼 서...",2021.04.18 | 전주일보,"산업진흥원(원장 김동수)는 도내 IT 전문 기업 체인 ㈜필컴, ㈜아람솔루션과 함께 고령자 건강 맞춤형 토탈케어 플랫폼 서비스를 완성했다고 18일 밝혔다. 고령자 건강 맞춤..."
"무안군, 고령자 운전면허 자진반납 10만 원 지원",2021.04.28 | 무안신문,[무안신문=조호기 기자] 무안군은 고령 운전자 교통사고 예방을 위한 ‘2021년 고령자 운전면허 자진반납 교통비 지원사업’을 실시한다. 지원 대상은 무안군에 주소지를 둔...
장애인고령자등지원주택10만호공급공동대책위원회 출범식,2021.04.19 | 노컷뉴스 | 다음뉴스,장애인고령자등지원주택10만호공급공동대책위원회는 19일 오전 국회본관앞 계단에서 출범식 및 주거약자법 개정.주거유지지원서비스법 제정발의 환영 기자회견을 가졌다...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 서울경제 | 다음뉴스,[서울경제] 교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 ‘교보간편가입건강보험’을 출시했다고 12일 밝혔다. 3가지 질문에 답하면 가입할 수 있는...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 머니투데이 | 다음뉴스,교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 '(무)교보간편가입건강보험'을 출시했다고 12일 밝혔다. 3가지 질문에 답하면 가입할 수 있는 간편심사...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 파이낸셜뉴스 | 다음뉴스,교보생명 '(무)교보간편가입건강보험' [파이낸셜뉴스] 교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 '(무)교보간편가입건강보험'을 출시했다고 12일...
"[세계로컬핫뉴스] 남원시, 코로나 19 백신 고령자 접종대상 확대...",2021.05.06 | 세계타임즈,정부에서 최근 코로나19 4차 대유행 우려에 따라 기존 65세~74세에서 60~64세까지 고령자 접종대상을 확대하자 코로나 19 백신 예방접종 온라인예약을 직접 못할 경우...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 데일리안 | 다음뉴스,모델이 (무)교보간편가입건강보험 출시 소식을 전하고 있다.ⓒ교보생명 교보생명은 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 (무)교보간편가입건강보험을...
"성북, 고령자 지원주택 ‘희망아지트’ 조성",2021.04.19 | 시정일보,"조성된다. 연면적 248.91㎡ 규모의 2층 규모 빈 집을 리모델링해 고령자 8가구의 삶터를 조성했다. 고령자가 생활할 수 있는 독립된 주거공간을 비롯해 커뮤니티 공간, 공유..."
고령자 운전에 자율주행이 얼마나 도움이 될까?,2021.04.28 | 브라보 마이 라이프,배송도 같은 맥락에서 보면 앞으로 발전 가능성이 크다는 설명이다. 최근 65세 이상 고령자 사고가 늘어나고 있다. 이에 대해 자율주행이 고령자 운전에 얼마나 도움을 줄...
[포토]'장애인고령자등지원주택10만호공급공동대책위원회 출범식',2021.04.19 | 이데일리 | 다음뉴스,기자] 심상정 정의당 의원이 19일 오전 서울 여의도 국회본관앞 계단에서 '장애인고령자등지원주택10만호공급공동대책위원회 출범식 및 주거약자법 개정.주거유지지원서비스...
"김해시, 고령자 주거시설 개선 시범 추진",2021.04.21 | 경남도민일보,김해시는 올해 시범적으로 고령자 편의에 맞춰 주거 시설을 개선해주는 사업을 시행한다. 지역사회 통합돌봄 선도사업의 하나로 '김해형 고령자 주거지원 서비스'다. 이...
"日 65세 이상 고령자, 12일 백신 접종 개시",2021.04.10 | 파이낸셜뉴스 | 다음뉴스,일본의 코로나 확진자가 최근 급증하고 있는 가운데 오는 12일부터 65세 이상 고령자에 대한 코로나19 백신 접종이 시작된다. 10일 요미우리신문에 따르면 일본 정부는 총...
"""유병력자도 가입 OK"" 생보사 '고령자' 구애",2021.04.15 | EBN,최근 생보업계가 고령자와 유병력자도 가입 가능한 보험 상품을 쏟아내고 있다. 저출산‧고령화로 국내 보험시장이 포화상태에 이르면서 새로운 고객층으로 부상한 '고령자...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 지디넷코리아 | 다음뉴스,(지디넷코리아=차재서 기자)교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 '교보간편가입건강보험'을 출시했다고 12일 밝혔다. 이 상품은 3가지 질문...
인천공항에 고령자·장애인 교통약자 쉼공간 개장,2021.04.19 | 한국경제 | 다음뉴스,"있는 교통약자 서비스센터는 오전8시부터 오후10시까지 운영된다. 만 65세 이상 고령자, 장애인, 임산부, 영유아 동반자 등 교통약자는 누구나 무료로 이용 가능하다..."
"일본, 12일부터 고령자 대상 코로나 백신 접종한다",2021.04.13 | 아시아투데이,"일본에선 12일 65세 이상 고령자에 대한 신종코로나 바이러스 감염증(코로나19)의 백신 접종이 시작됐다. 이날 교도통신 등에 따르면, 일본은 이날부터 65세 이상 고령자의..."
제주 고령자 교통사고 잇따라…면허 자진 반납은 '저조',2021.04.22 | 제민일보,제주지역 고령 운전자 교통사고가 잇따르고 있지만 고령자 교통사고 예방을 위해 도입된 '운전면허 자진 반납제도'의 성과는 저조한 것으로 나타났다. 22일 제주도경찰청에...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 헤럴드경제 | 다음뉴스,[교보생명 제공] [헤럴드경제=정경수 기자] 교보생명이 고령자와 유병력자도 가입할 수 있는 ‘(무)교보간편가입건강보험’을 출시했다고 12일 밝혔다. 경증질환이나 과거...
"""고령자·유병력자도 맞춤형 보장 OK""",2021.04.12 | 매일경제 | 다음뉴스,교보생명이 고령자와 유병력자도 맞춤형 보장을 준비할 수 있는 '교보간편가입건강보험'을 출시했다고 12일 밝혔다. 이 상품은 3가지 질문에 답하면 가입할 수 있는 간편...
[포토]'장애인고령자등지원주택10만호공급공동대책위원회 출범식'...,2021.04.19 | 이데일리 | 다음뉴스,기자] 심상정 정의당 의원이 19일 오전 서울 여의도 국회본관앞 계단에서 '장애인고령자등지원주택10만호공급공동대책위원회 출범식 및 주거약자법 개정.주거유지지원서비스...
'일 하다 죽은 사람' 40%가 60대 이상 고령자,2021.04.14 | 헤럴드경제 | 다음뉴스,김대우 기자] 지난해 산업재해 사고를 당해 숨진 노동자 10명 중 4명꼴로 60세 이상 고령자인 것으로 나타났다. 14일 고용노동부가 발표한 '2020년 산업재해 사고 사망 통계...
"내일부터 75세 이상 고령자, 화이자 백신 접종 시작",2021.03.31 | 머니투데이 | 다음뉴스,넣고 있다. (동작구 제공) 2021.3.30/뉴스1 내일(4월1일)부터 만 75세 이상 고령자를 대상으로 코로나19(COVID-19) 백신 예방 접종이 시작된다. 일반인 대상 예방접종이...
"75세 이상 고령자, 5월 화이자 백신 2차 120만명 우선 접종 계획 ...",2021.05.01 | 매일안전신문,[매일안전신문] 1일(오늘)부터 질병관리청은 75세 고령자에 대해 백신 1차 접종보다 2차 접종에 집중한다. 정부가 계획한 대로 4월까지 백신 1차 접종 300만명을 달성했으며...
"상주시, 고령자 1차 화이자 백신접종 시작…28일까지 3510명 대상",2021.04.23 | 경북일보,경북 상주에서 22일 신종 코로나바이러스 감염증(코로나19) 75세 이상 고령자 백신접종이 시작됐다.이날 오전 코로나19 예방접종센터가 있는 상주시민운동장 실내체육관...
"교보생명, 고령자·유병력자 위한 간편가입 건강보험 출시",2021.04.12 | 한국경제 | 다음뉴스,(사진=교보생명) 교보생명이은고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 '(무)교보간편가입건강보험'을 출시했다고 12일 밝혔다. 이 상품은 3가지 질문에 답...
전기차 충전소 확대 등 적극행정 지자체 우수사례 5건 선정,42분전 | 정책브리핑 | 다음뉴스,전기차 충전소 확대를 위해 허가기준을 마련한 인천시 남동구와 고령자 디지털 접근성을 향상시킨 서울특별시 등이 규제해소 우수사례로 선정됐다. 행정안전부는 11일 적극...
"고령자 접종 군 단위 확대..15일 인제, 29일 철원",2021.04.12 | KBS | 다음뉴스,[KBS 춘천]만75살 이상 고령자에 대한 코로나19 예방 백신 접종이 인제와 철원까지 차례로 확대됩니다. 인제는 이달 15일부터 인제실내체육관에서 철원은 이달(4월) 29일...
2월 사망자 수 2개월 연속 감소…고령자 사망 줄어,2021.04.28 | 미디어펜,"비해 65∼84세 사망자 감소 폭이 컸다""며 ""코로나19로 외부 활동을 자제하면서 고령자 사망자가 감소, 전체적으로 사망자 수가 줄어든 것으로 추정된다""고 말했다.통계청이..."
교보생명 고령자·유병력자 위한 간편가입 건강보험 출시,2021.04.20 | 여성소비자신문,[여성소비자신문 김희정 기자]교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 `(무)교보간편가입건강보험`을 출시했다고 지난 12일 밝혔다.이 상품은...
"당국 ""90세 이상 초고령자 백신 접종 이득..발열·임종 임박땐 불...",2021.04.23 | 뉴시스 | 다음뉴스,newsis.com [세종=뉴시스] 변해정 기자 = 방역 당국이 기저질환을 보유한 90세 이상 고령자도 코로나19 백신 접종의 이득이 위험보다 크다며 접종 참여를 거듭 권했다...
"김해시, ‘김해형 고령자 주거지원 서비스’ 시범 실시",2021.04.20 | 브릿지경제신문,경남 김해시는 지역사회 통합돌봄 선도사업의 일환으로 올해 ‘김해형 고령자 주거지원 서비스’를 시범 실시한다고 밝혔다. 김해형 고령자 주거지원 서비스는 대상자의...
"장수군, 75세 이상 초고령자 순 백신 접종 완료",2021.04.28 | 새전북신문,"이번 접종은 읍면사무소를 통해 접종의사를 확인한 75세 이상 어르신 3,960명 중 초고령자 순 1,350명에 대한 접종을 완료했으며 확보된 화이자 백신 기준 100%를 접종했다..."
"과천시, 고령자 임대소득 세부담 완화 위해 ‘소득세법’ 개정 건의",2021.04.19 | 브레이크뉴스,과천시가 기획재정부와 국세청에 소득세법 개정을 건의했다. 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해서다. ‘만 70세 이상인 1가구 1주택자의 임대소득이...
"과천시, '1가구 1주택 고령자 임대주택 소득, 세부담 완화 건의'",2021.04.09 | 한국경제 | 다음뉴스,기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 발표했다. 이는 1가구1주택 고령자 임대주택 소득에 대한 세부담 완화를 위해서다.시가 건의한 내용은 ‘만 70...
고령층 AZ 백신 접종 예약 계속..앞으로 50일이 고비,4시간전 | KBS | 다음뉴스,[앵커] 65세 이상 고령자에 대한 아스트라제네카 백신 접종 예약이 진행 중입니다. 70대 이상에선 예약률이 40%를 넘어섰습니다. 정부는 고령층 1차 접종이 마무리되는 앞...
고령자를 위한 코로나19 백신접종 일문일답,2021.04.15 | 시사IN | 다음뉴스,"됩니다. 누구보다 백신을 기다렸지만 불안감을 완전히 떨치기 어려운 고령자들을 위해, 또 그런 고령자를 둔 가족들을 위해 문답 형식으로 궁금증을 풀어봤습니다. 독자들의..."
"고령자 접종 군 단위 확대..15일 인제, 29일 철원",2021.04.11 | KBS | 다음뉴스,[KBS 춘천]만75살 이상 고령자에 대한 코로나19 예방 백신 접종이 인제와 철원까지 차례로 확대됩니다. 인제는 이달 15일 인제실내체육관에서 철원은 29일 갈말게이트볼장...
[사설] 저조한 고령자 운전면허 자진반납,2021.04.25 | 제민일보,하지만 면허 반납만 해도 당장 이동권이 제약받는 탓에 꺼리는 실정이다. 무조건 고령자 운전을 제한하기보다 그에 따른 대책 마련이 우선돼야 한다. 고령 운전자들도...
"당국 ""기저질환 있는 90대 이상 고령자도 백신 접종 이득이 위험...",2021.04.24 | 서울경제 | 다음뉴스,만나는 유근기 곡성군수의 모습 /연합뉴스 방역 당국이 기저 질환이 있는 90세 이상 고령자도 신종 코로나바이러스 감염증(코로나19) 백신 접종의 위험보다 이득이 크다며...
"전문가, ""접종 우선순위 중증환자와 고령자에 맞춰 사망률 줄여야""",2021.04.20 | Queen,"올해 백신접종 계획의 조정이 필요하다고 입을 모았다. 접종 우선순위를 중증환자와 고령자로 초점을 맞춰 사망률을 줄이고, 필요하다면 신속항원키트를 통한 반복검사로..."
오산시청 2층에 고령자 장애인 위한 도움창구 운영,2021.04.28 | 수원시민신문,개인지방소득세 신고·납부의 달을 운영한다고 28일 밝혔다. 오산시청 2층에 고령자 장애인 위한 도움창구 운영 © 오산시 전년도귀속분 종합소득세 납세의무가 있는 납세자...
‘고령자 운전면허증’ 반납 받는다,2021.05.07 | 광양뉴스,"광양시가 오는 11월 말까지 고령 운전자(1956년 12월 31일 이전 출생자, 만65세 이상)의 면허증 자진반납 신청을 광양경찰서, 광양운전면허시험장, 가까운 읍면동사무소에서..."
75세 이상 고령자 화이자 백신 접종,2021.04.01 | 뉴스1 | 다음뉴스,1일 오전 순천대학교 국제문화컨벤션관에 마련된 지역예방접종센터에서 75세 이상 고령자들의 백신 접종이 이루어지고 있다. 이날 순천지역에서 백신접종을 하게 될 75...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 '소득세법...",2021.04.09 | 머니S | 다음뉴스,과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. / 사진제공=과천시 과천시는 1가구1주택...
광주 서구 '케어안심주택' 주거 취약 대상자 입주 착착,1시간전 | 아시아경제 | 다음뉴스,"진행 중이다. ‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건·의료, 일상생활 지원 등 돌봄서비스가..."
신규 확진 511명..노인 접종예약 진행중,6시간전 | KBS | 다음뉴스,"권덕철 장관은 코로나19의 기세를 꺾기 위해서는 앞으로 50여 일이 중요하다면서, 고령자 1차 예방접종이 다음 달 말에 완료될 때까지 방역수칙을 철저히 지켜줄 것을 당부..."
"LH, 210가구 고령자 맞춤형 주택 개조 나선다",2021.04.06 | 이데일리 | 다음뉴스,담당자 등이 상주하며 업무를 수행한다. 그 중 LH는 기술 및 인력 지원을 통한 ‘고령자 맞춤형 주택 개조사업’을 추진하고 ‘맞춤형 임대주택’ 또한 공급한다. 이를 통해...
"양주시, 백신 접종 돌입...만 75세 이상 고령자 우선 접종",2021.04.28 | 인천일보,"진행된다. 이번 백신 1차 수급량은 1170명분으로 읍면동별 접종 동의율에 비례해 고령자를 우선으로 선발했다. 대상자는 만 75세 이상 어르신, 노인시설(주·야간 보호센터..."
"김부겸 ""보유세 유지할 것.. 고령자·은퇴 1주택자는 논의 필요""",2021.05.05 | 머니S | 다음뉴스,김부겸 국무총리 후보자가 지난달 29일 오전 서울 종로구 금융감독원 연수원에 마련된 인사청문회 준비 사무실로 출근하고 있다. /사진=뉴스1 김부겸 국무총리 후보자는 4일...
"과천시, 1가구 1주택 고령자 임대소득 세부담 완화 건의",2021.04.09 | 연합뉴스 | 다음뉴스,(과천=연합뉴스) 김인유 기자 = 경기 과천시는 9일 1가구 1주택 고령자의 임대소득에 대해 세부담을 완화하는 내용의 소득세법 개정을 기획재정부와 국세청에 건의했다고...
"평창군, 코로나19 극복을 위한 '고령자 건강반찬 나누기' 행사 추진",2021.04.12 | 국제뉴스,"(평창=국제뉴스) 서융은 기자 = 평창군은12일부터 16일까지 5일간, 관내 5개 읍・면 고령자 800명을 대상으로 “취약계층 식생활・건강개선을 위한 고령자 건강반찬 나누기..."
"평창군, 코로나19 극복을 위한 '고령자 건강반찬 나누기' 행사 추진",2021.04.12 | 미디어투데이,"[미디어투데이=안상일 기자] 평창군은12일부터 16일까지 5일간, 관내 5개 읍・면 고령자 800명을 대상으로 “취약계층 식생활・건강개선을 위한 고령자 건강반찬 나누기..."
"평창군, 코로나19 극복을 위한 '고령자 건강반찬 나누기' 행사 추진",2021.04.12 | 케이에스피뉴스,"[케이에스피뉴스=박진 기자] 평창군은12일부터 16일까지 5일간, 관내 5개 읍・면 고령자 800명을 대상으로 “취약계층 식생활・건강개선을 위한 고령자 건강반찬 나누기..."
"평창군, 코로나19 극복을 위한 '고령자 건강반찬 나누기' 행사 추진",2021.04.12 | 뉴스후,"[뉴스후=서규식 기자] 평창군은12일부터 16일까지 5일간, 관내 5개 읍면 고령자 800명을 대상으로 “취약계층 식생활건강개선을 위한 고령자 건강반찬 나누기”행사를 추진..."
"우리은행, 고객 패널 2기 모집..고령자 목소리도 든는다",2021.05.06 | 뉴스1 | 다음뉴스,우리은행은 '우리 팬 리포터' 2기를 모집한다고 6일 밝혔다. (우리은행 제공)© 뉴스1 (서울=뉴스1) 서상혁 기자 = 우리은행은 금융소비자보호법 시행에 따라 금융소비자를...
"평창군, 코로나19 극복을 위한 ‘고령자 건강반찬 나누기’ 행사 ...",2021.04.12 | 중부뉴스통신,"중부뉴스통신]김석희 기자 = 평창군은12일부터 16일까지 5일간, 관내 5개 읍·면 고령자 800명을 대상으로 ""취약계층 식생활·건강개선을 위한 고령자 건강반찬 나누기""행사..."
깐깐깐 '교보생명'이 변했다.. 고령자·유병력자 간편가입 건강보...,2021.04.12 | 머니S | 다음뉴스,교보생명이 고령자 및 유병력자를 위한 간편가입 건강보험을 출시했다./사진=교보생명 교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 '(무)교보간편...
美성인 3명 중 1명은 백신 접종 끝났다..고령자는 65%,2021.04.22 | 국민일보 | 다음뉴스,성인 3명 중 1명은 접종을 마무리한 셈이다. 취약 계층으로 분류되는 65세 이상 고령자로 범위를 좁히면 5명 중 4명꼴(80.6%)인 4406만1000여명이 최소 1회 백신을 맞았다...
"LH, 고령자 주거지원.. 주택 개조사업·맞춤형 임대주택 서비스",2021.04.06 | 머니S | 다음뉴스,토지주택공사(LH)는 '노인돌봄전달체계 개편 시범사업'으로 기술 및 인력 지원을 통한 '고령자 맞춤형 주택 개조사업'을 추진하고 '맞춤형 임대주택'을 공급한다. /사진제공...
제주 고령자 백신 접종 순조..2천222명 완료,2021.04.07 | 연합뉴스 | 다음뉴스,(제주=연합뉴스) 변지철 기자 = 제주지역 고령자 대상 신종 코로나바이러스 감염증(코로나19) 백신(화이자) 접종이 순조롭게 진행되고 있다. 제주 고령자 대상 화이자 백신...
"평창군, 코로나19 극복을 위한 '고령자 건강반찬 나누기' 행사 추진",2021.04.12 | 내외뉴스통신,"통신, NBNNEWS[내외뉴스통신] 원종성 기자평창군은 12일~16일 5일간 관내 5개 읍면 고령자 800명을 대상으로 '취약계층 식생활-건강개선을 위한 고령자 건강반찬 나누기..."
안동시 종합소득세·개인지방소득세 도움창구 운영 모두채움대상...,2021.05.03 | UGN경북뉴스,"등)를 적극 유도할 계획이나, 모두채움대상자 중 전자신고가 어려운 만 65세 이상 고령자와 장애인에 한해 도움창구를 방문하면 신고서 작성을 지원한다. 또한, 코로나19..."
"고령자 백신 접종 오늘 시작..강원, 접종 동의율 55%",2021.04.01 | KBS | 다음뉴스,"[KBS 춘천]만75살 이상 고령자들을 대상으로 한 코로나19 예방 백신 접종이 시작됩니다. 강원도는 오늘(4.1)부터 춘천과 원주, 강릉, 삼척의 예방접종센터에서 고령자들에..."
