title,date_company,content,date,company
"NH농협은행, 독거노인지원센터에 후원금 전달",1시간전 | 스포츠조선 | 다음뉴스,7일 JW메리어트 동대문 스퀘어 서울에서 개최된 '어버이날 孝사랑 큰잔치'에서 독거노인지원센터에 후원금을 전달했다고 9일 밝혔다. '어버이날 孝사랑 큰잔치'는 독거...,1시간전,스포츠조선
최근 5년간 독거노인 30%↑..무연고 노인 고독사 2배 급증,2021.05.08 | 헤럴드경제 | 다음뉴스,우리나라 노인 인구 추이’를 분석한 결과에 따르면 2016년 127만5316명이던 독거노인 수은 2021년 167만 416명으로 30.9% 늘어났다. 지역별 노인인구 대비 독거노인 비율은...,2021.05.08,헤럴드경제
"레페리, 어버이날 맞아 지역 독거 노인에게 4억원 물품 기부",14시간전 | 아시아경제 | 다음뉴스,경제 김보경 기자] 뷰티 인플루언서 비즈니스 그룹 레페리는 어버이날을 맞아 독거 노인 등을 위해 4억원 상당의 물품을 기부했다. 레페리는 서울 마포구 사회복지협의회를...,14시간전,아시아경제
"당진의용소방대 연합회, 독거노인 위해 마스크 1만개 기부",16분전 | 대전일보,"여성회장 이영례)는 코로나19 확산세가 거센 가운데, 지역 내 경제적으로 어려운 독거노인들을 위해 자발적인 모금을 통해 마스크 1만개를 기부했다. 이번 마스크 기부활동...",16분전,대전일보
합천군자원봉사협의회 독거노인 생신 도시락 전달,3시간전 | 시민일보,"5월중에 미역국 도시락을 전달할 예정이며, 12월까지 읍면 자원봉사협의회에서 독거노인 300여명에게 미역국 도시락을 지원할 계획이다.어려운 노인 생신상 차려드리기 사업...",3시간전,시민일보
"복지부·독거노인종합지원센터, 독거노인 후원 '효사랑 큰잔치'",2021.05.07 | 연합뉴스 | 다음뉴스,▲ 보건복지부와 독거노인종합지원센터는 7일 JW메리어트 동대문 스퀘어 서울 그랜드 볼룸에서 '2021년 어버이날 효(孝) 사랑 큰잔치'를 개최했다고 밝혔다. 이날 행사는 제...,2021.05.07,연합뉴스
"무안군 청계면, 독거노인 가정 카네이션 전달",3시간전 | 빅데이터뉴스,"무안군 청계면, 독거노인 가정에 사랑담은 카네이션 전달/사진=무안군 [무안=빅데이터뉴스 김정훈 기자] 전남 무안군 청계면 지역사회보장협의체(공동위원장 서명호, 정중석...",3시간전,빅데이터뉴스
"천안논산고속도로(주), 5월 어버이날 독거노인사랑잇기사업 1000...",2시간전 | e대한경제,이선관 천안논산고속도로(주) 대표(사진 오른쪽)가 전국 독거 노인 지원을 위한 1000만원의 후원금을 전달하고 있다. 사진 = 천안논산고속도로(주)천안논산고속도로(주...,2시간전,e대한경제
"신복위-서금원, 카네이션․한과세트 전통시장서 구매해 독거노인 ...",14시간전 | 국제뉴스,"찾아 약과 등 한과세트와 카네이션을 전달했다고 8일 밝혔다. 양 기관 임직원은 독거노인 도시락과 함께 카네이션, 한과세트 260명분을 배달했으며, 서울시립 평화로운집에...",14시간전,국제뉴스
"대한적십자봉사회 부안지구협, 독거노인에 물품 나눔",2021.05.06 | 프레시안 | 다음뉴스,부안)(95minkyo@hanmail.net)] ▲대한적십자봉사회 부안지구협회 봉사자들이 지역 독거노인들에게 전달한 수미감자 선물상자를 놓고 기념촬영을 하고 있다. ⓒ ▲대한적십자...,2021.05.06,프레시안
"현대중공업그룹, 독거노인에 전자레인지 선물",2021.05.06 | 뉴시스 | 다음뉴스,com *재판매 및 DB 금지 [울산=뉴시스] 안정섭 기자 = 현대중공업그룹이 지역 독거노인과 소외계층의 따뜻한 한 끼 식사를 위해 지원사업을 펼치고 있다. 현대중공업그룹1...,2021.05.06,뉴시스
"흙침대 전문 현대의료기, 독거노인 140가구 돌침대 무상지원",3시간전 | 아시아에이,전국 대도시 34개 매장을 운영하는 현대의료기에서 어려운 독거노인 140가구를 위한 돌침대를 무상 지원했다고 9일 밝혔다. 이번 기부한 제품에 대해 무료설치 및 평생 무상...,3시간전,아시아에이
"부산 독거노인 복지재단·부산시설공단, 어버이날 맞아 추억 선물...",2021.05.06 | 서울신문 | 다음뉴스,“ 어르신 건강하게 오래 사세요”. (사)부산 독거노인복지재단이 어버이날을 앞두고 지역 소외계층 어르신들에게 사랑의 손 편지와 함께 추억의 선물꾸러미를 전달했다...,2021.05.06,서울신문
"환경공단 광주전남제주본부, 어버이날 맞아 독거노인 선물 전달",2021.05.07 | 연합뉴스 | 다음뉴스,사회복지관에서 '사랑해효(孝)' 효도캠페인을 펼쳤다고 7일 밝혔다. 이 캠페인은 독거노인의 심리적 고립감을 완화하기 위해 광산구에 소재한 이들 4개 공공기관의 협력으로...,2021.05.07,연합뉴스
"LG헬로, 독거노인 신선 농산물 '마음나눔 꾸러미' 온정",2021.05.06 | 아이뉴스24 | 다음뉴스,사진=LG헬로비전] [아이뉴스24 송혜리 기자] LG헬로비전이 가정의 달을 맞아 독거 노인을 위한 신선한 제철 농산물 꾸러미를 준비했다. 임직원들이 가족들에 감사의 마음을...,2021.05.06,아이뉴스24
"중앙자원봉사센터, 쯔양과 함께 독거노인에 어버이날 선물",2021.05.06 | 연합뉴스 | 다음뉴스,"대한민국 자원봉사 홍보대사로 활동하는 유튜버 쯔양과 함께 서울 동작구 관내 독거노인을 위한 봉사활동을 했다고 6일 밝혔다. 이번 활동은 센터와 쯔양, 동작구자원봉사...",2021.05.06,연합뉴스
"고양시 중산동 새마을부녀회, 독거노인 500세대 효(孝) 꾸러미 전달",17시간전 | 수도권일보,기자] 고양시 중산동 새마을부녀회 는 지난 4일 중산동 각 통장들과 함께 관내 독거노인 500세대에 효(孝)꾸러미를 전달했다. 매년 실시했던 ‘어버이날 맞이 경로잔치’가...,17시간전,수도권일보
"좋은이웃봉사단, 어버이날 맞아 독거노인에 카네이션 전달",2021.05.06 | 한국일보 | 다음뉴스,이어지고 있다. 6일 좋은이웃봉사단에 따르면 봉사단은 대구 달서구 지역 내 독거 노인과 저소득 어르신 가정 등에 카네이션 화분 785개(350만원 상당)을 굿실버재가노인...,2021.05.06,한국일보
"검단동 지역사회보장협의체, 독거노인에 카네이션·선물꾸러미 전달",22시간전 | 수도권일보,"위원장 조정근, 손진승, 이하 검단동 협의체)는 가정의 달을 맞이해 관내 저소득 독거노인 대상 어버이날 기념행사를 진행했다. 검단동 협의체는 자녀가 없거나, 가족관계가...",22시간전,수도권일보
"독거노인에 전자레인지 337대.. 현대重나눔재단, 4270만원 상당",2021.05.07 | 문화일보 | 다음뉴스,현대중공업그룹이 독거노인 및 소외계층의 따뜻한 식사를 위해 전자레인지를 선물했다.‘현대중공업그룹1%나눔재단’은 지난 6일 울산 동구노인복지관에서 ‘전자레인지...,2021.05.07,문화일보
가정의 달인데..코로나19로 더욱 살기 힘든 독거노인들,2021.05.03 | 연합뉴스TV | 다음뉴스,"5월은 어린이날, 어버이날 등 주변 가족을 생각하고 챙기는 날이 많은데요. 그런데 독거노인들의 경우 가족들의 보살핌을 받지 못하는 경우가 대부분입니다. 여기에 코로나...",2021.05.03,연합뉴스TV
하동 고전면 독거노인 희망찾기 2호 추진,2021.05.03 | 머니투데이 | 다음뉴스,하동군 고전면과 지역사회보장협의체가 독거노인 집을 찾아 대문을 도색하는 등 희망찾기 2호를 추진하고 있다./사진제공=하동군 하동군 고전면과 지역사회보장협의체가...,2021.05.03,머니투데이
"한솔동, 독거노인들과 행복한 봄 나들이",2021.05.08 | 뉴스밴드,"지역사회보장협의체(공동위원장 임재긍·김선호)가 지난 4일, 6일 2회에 걸쳐 관내 독거노인들을 대상으로 ‘행복나들이행사’를 진행했다. 이번 행사는 한솔동지역사회보장...",2021.05.08,뉴스밴드
"롯데홈쇼핑, 독거노인 140가구에 카네이션·식료품 전달",2021.05.06 | 아시아경제 | 다음뉴스,롯데홈쇼핑은 어버이날을 맞아 영등포 지역 독거노인 140가구에 ‘건강백세꾸러미’를 전달했다. [아시아경제 임춘한 기자] 롯데홈쇼핑은 어버이날을 맞아 영등포 지역 독거...,2021.05.06,아시아경제
"롯데홈쇼핑, 독거노인에 '건강백세꾸러미' 선물 전달",2021.05.06 | 파이낸셜뉴스 | 다음뉴스,"롯데홈쇼핑은 지난 4일(화), 어버이날을 맞아 영등포 지역 독거노인 140가구에 ‘건강백세꾸러미’를 전달했다. (왼쪽부터) 롯데홈쇼핑 윤지환 마케팅부문장, 영등포구사회...",2021.05.06,파이낸셜뉴스
독거 노인 사역 임재욱 전도사 목사 안수,2021.05.03 | 국민일보 | 다음뉴스,독거 노인 사역을 활발하게 펼치는 임재욱(사진) 전도사가 지난 30일 충남 예산군 예산읍 아리랑로 예산제일교회(장준태 목사)에서 목사 안수를 받았다. 기독교대한감리회...,2021.05.03,국민일보
"충주 이종배 의원, ""코로나19 확산으로 독거노인 고립 더욱 심화...",2021.05.07 | 국제뉴스,"제출받은 '우리나라 노인 인구 추이'를 분석한 결과, 최근 5년 새('16~'21) 65세 이상 독거노인 수는 '16년 127만 5,316명에서 '21년 167만 416명으로 30.9%나 증가한 것...",2021.05.07,국제뉴스
독거노인에 농산물 꾸러미 전달하는 농협 대전본부 직원들,2021.05.07 | 뉴시스 | 다음뉴스,"기자 = 농협중앙회 대전지역본부 직원들이 7일 대전 서구 산직동 마을회관을 방문, 독거노인등에게 우리 농산물 꾸러미 50박스와 카네이션을 전달하고 기념촬영을 하고 있다...",2021.05.07,뉴시스
"서금원·신복위, 어버이날 맞아 독거노인에 온정 전해",2021.05.07 | 굿모닝경제,[굿모닝경제=강준호 기자] 서민금융진흥원과 신용회복위원회이 어버이날을 앞두고 독거노인들을 찾아 온정을 나눴다. 서금원과 신복위은 지난 6일 어버이날을 앞두고 신종...,2021.05.07,굿모닝경제
"봉화요양원, 어버이날 맞아 독거노인에 야생화 화분 전해",2021.05.08 | 국제뉴스,코로나19 장기화로 인해 자녀들과 이웃 간의 왕래가 줄어들면서 우울감을 느껴온 독거노인들은 야생화 화분을 선물 받고 모처럼 생활지원사와 깊은 대화를 나누면서 얼굴...,2021.05.08,국제뉴스
"한국머크 바이오파마, 독거 노인 위한 '굿모닝 캠페인' 진행",2021.05.07 | 아시아투데이,한국머크 바이오파마는 서울·대전·대구·부산·광주 등 국내 5개 도시의 120여 독거노인들에게 건강증진 선물과 임직원이 직접 작성한 편지를 전하며 신종 코로나바이러스...,2021.05.07,아시아투데이
"담양군, 어버이날 맞아 저소득 독거노인 카네이션 전달",2021.05.07 | 시사코리아,"소외 및 고립감을 극복할 수 있는 기회가 됐으면 한다”며, “앞으로도 소외된 독거노인을 향한 관심과 지원을 확대해 나갈 것이다”고 말했다. 이어 담양군 재능나눔봉사단...",2021.05.07,시사코리아
"충청남도개발공사, 도내 독거노인 후원물품 전달",2021.05.06 | 뉴시스 | 다음뉴스,충청남도개발공사(사장 정석완)가 6일 어버이날 등 5월 가정의 달을 맞아 독내 독거노인들에게 전달하기 위한 후원 물품을 대한노인회 충남연합회에 전달하고 있다. (사진...,2021.05.06,뉴시스
"한국농어촌 부여지사, 가정의 달 맞아 독거노인 위문",2021.05.07 | 충남일보,기자] 한국농어촌공사 부여지사는 7일 가정의 달(어버이 날)을 맞이하여 관내 독거노인(3인)을 찾아 행복한 진짓상을 차려드리고 사랑의 꽃바구니를 전달했다. 부여지사는...,2021.05.07,충남일보
"국민연금, 가정의 달 맞아 독거노인 후원금 전달",2021.05.07 | 천지일보,"주관으로 JW메리어트 동대문스퀘어에서 열린 ‘어버이날 효사랑 큰잔치’에 참여해 독거노인을 위한 후원금을 전달했다. 또한 지난 4일과 6일에는 방임, 학대 등의 이유로...",2021.05.07,천지일보
독거노인 응급안전안심서비스 차세대 댁내장비 보급,2021.05.06 | 전주매일신문,"전북도가 독거노인 및 중증장애인 가정에 화재나 건강상 응급상황 등이 발생할 때, 이를 실시간으로 응급관리요원, 소방서(119)에 연계해주는 정보통신기술(ICT) 기반...",2021.05.06,전주매일신문
치매독거노인 이불과 의류 세탁봉사,2021.05.07 | 온양신문,"워시엔조이 셀프빨래방 아산권곡점(대표 이영희)이 지난 5월 도고면 치매 독거노인 가구에 세탁서비스를 지원했다. 이날 세탁서비스 대상자인 최○○(85세, 남)는 치매 독거...",2021.05.07,온양신문
"양산시 서창동, 가정의 달 ‘독거노인 담소데이’ 운영",2021.05.07 | 경남에나뉴스,독거어르신 50여명을 찾아 건강 및 안부를 살피고 카네이션과 선물도 전달하는 ‘독거노인 담소데이’를 6일과 7일 양일간 운영했다.담소데이는 단독가구 비중이 높고 원룸...,2021.05.07,경남에나뉴스
"감만1동 지역사회보장협의체,독거노인 반려식물 나눔 外",2021.05.07 | 국제신문,"감만1동 지역사회보장협의체,독거노인 반려식물 나눔 부산 남구 감만1동 지역사회보장협의체(위원장 안국정)는 5월 6일 감만1동행정복지센터(동장 우병길)에서“2021년 독거...",2021.05.07,국제신문
"서울 송파구, 김치 1.5t 한부모가정·독거노인에 전달",2021.05.04 | 연합뉴스 | 다음뉴스,서울 송파구(구청장 박성수)는 가정의 달 5월을 맞아 관내 저소득 한부모가정과 독거노인 300가구에 김치 1.5t을 전달한다고 4일 밝혔다. 나눔 행사는 6일 오금공원에서...,2021.05.04,연합뉴스
"몽탄면, 독거노인 가정에 꿈여울 행복한 밥상 전달",2021.05.08 | 무안신문,은 몽탄면 지역사회보장협의체 특화사업으로 협의체 위원들이 결식우려가 높은 저소득 독거노인 세대에 매월 방문해 밑반찬과 제철과일 등을 전달하며 안부를 묻고 필요한...,2021.05.08,무안신문
"철원군 주민단체, 독거노인 등 소외계층 이불 빨래 서비스",2021.05.06 | 연합뉴스 | 다음뉴스,"겪는 소외계층을 위해 '뽀송뽀송 세탁지원' 사업을 추진한다고 6일 밝혔다. 이번 사업은 독거노인 등 60가구를 선정해 이불과 생활복 등 세탁물 수거부터 빨래, 건조, 배송...",2021.05.06,연합뉴스
"블랙야크, 청도군 독거노인 위한 ‘효(孝)’박스 전달",2021.05.07 | 청도인터넷뉴스,블랙야크 강태선나눔재단은 5월 가정의 달을 맞아 독거노인종합지원센터를 통해 청도군을 비롯한 경상북도 내 11개 시·군에 ‘야크 효(孝)박스’를 지원했다. 청도군은...,2021.05.07,청도인터넷뉴스
‘올해도 혼자’... 어버이날이 더 쓸쓸한 독거노인,2021.05.06 | 전민일보,"것 같다”고 밝혔다. 이처럼 배우자 없이 홀로 생활하면서 찾아올 자녀조차 없는 독거노인들에게 어버이날은 더 쓸쓸하다. 자녀와 손자, 손녀들이 찾아와 안부를 물으며...",2021.05.06,전민일보
"상주 ㈜디에스이, 독거노인가구 LED 등 교체",2021.05.06 | 경안일보,상주공장(히포라이트)은 지난 4월부터 상주시종합사회복지관을 이용하는 저소득 독거노인가구에 LED 전등 교체사업을 실시하고 있다. 저소득 독거노인가구 LED 전등 교체...,2021.05.06,경안일보
"온양5동, 독거노인 생활관리사 명예사회복지공무원 위촉",2021.05.06 | C뉴스041,온양5동 독거노인 생활관리사 명예사회복지공무원 위촉 모습 아산시 온양5동(동장 이모완)이 5월 4일 온양노인복지센터 독거노인생활관리사 7명을 대상으로 명예사회복지...,2021.05.06,C뉴스041
"동두천시 소요동 행정복지센터, 어버이날 맞이 '소담쓰담' 독거노...",2021.05.07 | 브레이크뉴스,"소요동 행정복지센터, 어버이날 맞아 「소담쓰담」 사업으로 독거노인 지원사진제공 =소요동행정복지센터 (C) 경기북부브레이크뉴스 [장선희 기자 = 경기북부] 지난 6...",2021.05.07,브레이크뉴스
"영양읍 새마을회, 독거노인에 '사랑의 간식 나누기'",2021.05.07 | UGN경북뉴스,영양읍 새마을지도자협의회 및 새마을부녀회원 30여명은 관내 홀로 생활하시는 독거노인 및 거동이 불편한 40여 가구의 어르신들을 직접 찾아가 간식꾸러미를 전달하였다...,2021.05.07,UGN경북뉴스
경산시 독거노인 위한 라면 기탁,2021.05.07 | 환경일보,기자 = 사회봉사단체 신양지회(회장 권상용)는 지난 6일 경산시(시장 최영조)에 독거노인들을 위한 라면 50박스(125만원 상당)를 기탁했다. 신양지회는 지역의 어려운 이웃...,2021.05.07,환경일보
"서민금융진흥원·신용회복위원회, 독거노인에게 카네이션·도시락...",2021.05.07 | 민주신문,"찾아 약과 등 한과세트와 카네이션을 전달했다고 7일 밝혔다. 양 기관 임직원은 독거노인 도시락과 함께 카네이션, 한과세트 260명분을 배달했으며, 서울시립 평화로운집에...",2021.05.07,민주신문
"군산 월명동, 지사협 ‘너도나도 봄날’독거노인 반려식물지원!",2021.05.06 | 투데이안,"군산시 월명동은 지역사회보장협의체(민간위원장 임광빈, 공공위원장 안정수)가 6일 독거노인 10세대에 일상의 벗이 되는 반려식물을 전달했다고 밝혔다. 이번 반려식물은...",2021.05.06,투데이안
“가정의 달 쓸쓸한 독거노인에 위로 되길”,2021.05.06 | 충청타임즈,나눔 및 카네이션 달아드리기 행사를 진행했다. 이날 행사는 오창호수병원의 독거 및 저소득 노인을 위한 카네이션과 떡 500세트 후원으로 진행됐다.또 카네이션 전달식에는...,2021.05.06,충청타임즈
"세종도덕노인복지센터, 독거노인에 카네이션 화분 전달",2021.05.05 | 충청일보,세종도덕노인복지센터는 5월 가정의 달을 맞아 독거노인가정에 찾아가는 어버이 날 행사를 가졌다. 홀로 사는 우울감과 코로나19로 인해 더욱 정서적으로 고립감에 빠져있는...,2021.05.05,충청일보
"경기도, 저소득층 독거노인 가구에 '개별 전력량계' 무료 설치",2021.04.27 | 뉴시스 | 다음뉴스,경기도청 전경.(사진=경기도 제공) [수원=뉴시스]박상욱 기자 = 경기도가 저소득층 독거노인 200가구에 전기요금 부담을 줄일 수 있는 '개별 전력량계' 설치 사업을 추진...,2021.04.27,뉴시스
어린이날에 독거노인 위해 써달라며 7만원 놓고 간 어린천사,2021.05.07 | 브릿지경제신문,"봉성면사무소 현관 앞에 종이상자 두 박스를 놓고 떠났다. 박스에는 어버이날 독거노인 등 어려운 이웃을 위해 써달라며 편지와 꽃, 라면 그리고 현금 7만 원이 들어 있었다...",2021.05.07,브릿지경제신문
문경시 점촌2동지역사회보장협의체 무의탁 독거노인 위문,2021.05.07 | 문경매일신문,"문경시 점촌2동지역사회보장협의체 무의탁 독거노인 위문 문경시 점촌2동 지역사회보장협의체(공공위원장 유미숙, 민간위원장 윤규태)는 5월 6일 가정의 달을 맞아 가족이...",2021.05.07,문경매일신문
지역 독거노인 방문해 물품 전달,2021.05.06 | 중도일보,"대전 해피홈(원장 박진희)은 가정의 달을 맞아 그룹홈 아동들과 함께 대전지역의 독거노인 2세대를 직접 방문해 라면과 화장지, 즉석국, 생필품 등 40만원 상당의 물품을...",2021.05.06,중도일보
독거노인 대상 '반려거북' 입양 프로젝트…'홀로 굼뜬 사랑'사업 ...,2021.05.07 | 분당신문,예방 등 정서적 어려움까지도 맞춤형으로 해결하는 한층 발전한 복지서비스”라면서 “독거노인 안부 확인을 통해 고독사 등을 예방해 행복한 노후를 보낼 수 있도록 최선을...,2021.05.07,분당신문
"진주 여성자원봉사대, 어버이날 독거노인 위문",2021.05.07 | 신아일보,"느끼게 했다고 7일 밝혔다. 이번 행사는 부양의무자가 없거나 가족 간 왕래가 없는 독거노인 300세대를 선정, 비대면으로 위문품을 전달하는 것으로 어버이날을 기념했다...",2021.05.07,신아일보
"동국제약, 독거노인에 ‘효 도시락’ 전달",2021.05.06 | 스마트경제,[스마트경제] 동국제약은 ‘인사돌플러스 사랑봉사단’이 지난 4일 독거노인들에게 ‘효 도시락’을 전달했다고 6일 밝혔다. 이날 인사돌플러스 사랑봉사단은 독거노인종합...,2021.05.06,스마트경제
"서구 청라2동 지역사회보장협의체, 어버이날 독거노인 종합영양제...",2021.05.07 | 경인투데이뉴스,지난 6일 ‘어버이날 맞이 특화사업’으로 홀몸으로 어렵게 살아가시는 저소득층 독거노인 40세대에게 종합영양제를 지원했다. 협의체 위원들은 종합영양제 지원에 앞서...,2021.05.07,경인투데이뉴스
"배달대행업체와 가맹점의 재능기부, 독거노인에 훈훈한 선행",2021.05.06 | 시사뉴스,소재)은 배달이 불가한 지역에 살거나 쉽게 치킨을 접하기 어려운 시골 어르신 및 독거노인을 위해 봉사활동을 기획하여 각자 이점을 살려 배달대행업체는 라이더들을 동행...,2021.05.06,시사뉴스
"청계면, 독거노인 가정에 사랑담은 카네이션 전달",2021.05.07 | 전남제일신문,정중석)는 지난 6일 어버이날을 맞이하여 에덴원 생활관리사들과 함께 관내 독거노인 50가구를 방문해 카네이션을 전달했다. 이날 카네이션 전달에 참여한 정중석 공동...,2021.05.07,전남제일신문
"건강보험 대전충청지역본부, 독거노인 후원",2021.05.05 | 충청타임즈,건강보험공단 대전충청지역본부가 세종시 아름동 지역사회보장협의체에 독거노인 위기가구 후원물품을 지원했다.건보 대전충청지역본부는 2018년부터 아름동 공공기관...,2021.05.05,충청타임즈
당진3동 저소득 독거노인가구 방문상담 실시,2021.05.04 | 충남신문,당진3동 행정복지센터는 5월 가정의 달을 맞아 저소득 독거노인 가구에 맞춤형 보건복지서비스 제공을 위한 방문상담을 실시한다. 해당사업은 관내 저소득 독거노인 149...,2021.05.04,충남신문
"북구 농소2동 주민자치위원회, 독거노인에 카네이션 바구니 전달",2021.05.07 | 미디어투데이,투데이=안상일 기자] 울산 북구 농소2동 주민자치위원회는 어버이날을 앞둔 7일 독거노인세대를 찾아 카네이션 바구니를 전달했다. 이날 주민자치위원회 위원 20여 명은...,2021.05.07,미디어투데이
독거노인 식탁 오른 ‘사랑’,2021.04.29 | 충청투데이,"마음을 전달했다. 29일 대덕구노인종합복지관에 따르면 이날 유성호텔 관계자들은 독거노인 70명을 대상으로 떡갈비 도시락 세트(77만원 상당)를 지원했다. 떡갈비, 국...",2021.04.29,충청투데이
"심평원 광주지원, 광산구 공공기관과 함께 관내 독거노인 대상 카...",2021.05.07 | 데일리메디팜,다과를 전달했다.`사랑해孝` 효도 캠페인은 어버이날을 맞아 광주 광산구 280세대 독거노인에게 카네이션 및 다과(유과 등)를 전달해 효도를 전했다. 광주·전남은 다른...,2021.05.07,데일리메디팜
울진 독거노인 왕피천공원 나들이,2021.05.02 | 중도일보,"문화활동 프로그램'으로 울진읍, 북면, 매화면, 죽변면, 금강송면(5개 읍면) 지역의 독거노인 18명을 모시고 울진 왕피천공원 나들이에 나섰다. 이번 왕피천공원나들이 행사...",2021.05.02,중도일보
"부안군 적십자 봉사회, 가정의 달 맞아 독거노인 물품 나눔 행사 ...",2021.05.07 | 뉴스에이,지난 6일 가정의 달을 맞이해 최근 코로나19로 인해 어려운 시기를 보내고 있는 독거노인들을 위한 물품 나눔 행사를 실시했다.이번 나눔 행사는 권익현 부안군수와 문찬기...,2021.05.07,뉴스에이
"동두천시 소요동 행정복지센터, 어버이날 맞아 독거노인 가구에 ...",2021.05.07 | 경인매일,동두천시 소요동 행정복지센터는 로컬드림봉사회가 지난 6일 가족이 없는 소요동 독거노인에게 지원해달라며 고추장과 된장 75통(80kg)상당을 기부했다고 밝혔다. 로컬드림...,2021.05.07,경인매일
"한내여중 동아리 ‘한내비추리’, 어버이날 독거노인 8가구에 생...",2021.05.06 | 동양일보,"김미희) 자율 봉사동아리 ‘한내비추리’ 학생 4명은 지난 3일 어버이날을 맞아 독거 노인 8가구를 방문하여 생수, 물티슈, 화장지, 음료, 간식 등 생필품을 전달했다...",2021.05.06,동양일보
"국민건강보험공단, 독거노인 후원물품 지원",2021.05.05 | 충남일보,건보충청지역본부)는 5월 가정의 달을 맞아 세종시 아름동 지역사회보장협의체에 독거노인 위기가구 후원물품을 지원했다. 건보충청지역본부는 아름동 소재 공공기관과...,2021.05.05,충남일보
"충남개발공사, 도내 독거노인 후원물품 전달",2021.05.06 | 신아일보,"충남연합회 전대규 회장 및 대한적십자사 충청남도지사 유창기 회장도 참석해 독거노인을 위한 지속적인 복지 및 나눔 실천 계획을 함께 논의했다.정석완 사장은 ""어버이날...",2021.05.06,신아일보
"[부안군] 적십자 봉사회, 가정의 달 맞아 독거노인 물품 나눔 행사",2021.05.06 | 투데이안,는 6일 가정의 달을 맞이해 최근 코로나19로 인해 어려운 시기를 보내고 있는 독거노인들을 위한 물품 나눔 행사를 실시했다. 이번 나눔 행사는 권익현 부안군수와 문찬기...,2021.05.06,투데이안
"인천 서구 원당동 지역사회보장협의체, 어버이날 맞이 독거노인에...",2021.05.07 | 경인투데이뉴스,"원당동 지역사회보장협의체, 어버이날 맞이 독거노인에 감사 선물 인천 서구 원당동 지역사회보장협의체(동장 이재건, 공동위원장 김승환)는 7일 어버이날을 맞아 독거노인...",2021.05.07,경인투데이뉴스
"롯데홈쇼핑, 독거노인에 ‘건강백세꾸러미’ 선물",2021.05.06 | 스트레이트뉴스,[스트레이트뉴스 신용수 기자] 롯데홈쇼핑은 지난 4일 어버이날을 맞아 영등포 지역 독거노인 140가구에 ‘건강백세꾸러미’를 전달했다고 6일 밝혔다.이날 행사는 롯데...,2021.05.06,스트레이트뉴스
자가격리 들어간 독거노인 위해 도시락 만드는 이웃들,2021.04.24 | 연합뉴스 | 다음뉴스,자가격리 독거노인에게 전달한 도시락 [길잡이 협동조합 제공. 재판매 및 DB 금지] (부산=연합뉴스) 박성제 기자 = 자가격리에 들어간 홀로사는 노인을 위해 동네 주민들이...,2021.04.24,연합뉴스
"롯데홈쇼핑, 지역 독거노인에게 '건강백세꾸러미' 선물",2021.05.06 | 메트로신문,롯데홈쇼핑이 어버이날 맞아 지역 독거노인에게 건강백세꾸러미를 선물했다. /롯데홈쇼핑 롯데홈쇼핑은 어버이날을 앞두고 지난 4일 영등포 지역 독거노인 140가구에 '건강...,2021.05.06,메트로신문
"아산시 온양5동, 독거노인생활관리사 7명 ‘명예사회복지공무원’...",2021.05.06 | 뉴스타운,다하겠다”고 말했다. 이모완 동장은 “관내 어르신들을 위해 항상 노력해주시는 독거노인생활관리사들의 노고에 감사드린다”며 “앞으로도 어려운 위기가구를 발굴하고...,2021.05.06,뉴스타운
"안산시 사이동 지역사회보장협의체, 독거노인에 카네이션·롤케익...",2021.05.07 | 일간투데이,"사이동 지역사회보장협의체(민간위원장 이수남)는 어버이날을 앞둔 지난 6일 관내 독거노인 20명에게 직접 만든 매실청과 카네이션, 롤케익 등을 준비해 ‘카네이션 나눔...",2021.05.07,일간투데이
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 '개별 전력...",2021.04.27 | 머니S | 다음뉴스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,머니S
"동두천시 소요동 행정복지센터,로컬드림봉사회...독거노인 가구에...",2021.05.07 | 국제뉴스,동두천시 소요동 행정복지센터는 로컬드림봉사회가 지난 6일 가족이 없는 소요동 독거노인에게 지원해달라며 고추장과 된장 75통(80kg)상당을 기부했다고 밝혔다. 로컬드림...,2021.05.07,국제뉴스
당진시 당진3동 저소득 독거노인가구 방문상담 실시,2021.05.04 | 뉴스충청인,뉴스충청인] 충남 당진시 당진3동 행정복지센터는 5월 가정의 달을 맞아 저소득 독거노인 가구에 맞춤형 보건복지서비스 제공을 위한 방문상담을 실시한다. 해당사업은 관내...,2021.05.04,뉴스충청인
"동두천시 소요동 행정복지센터, 어버이날 맞아 '소담쓰담' 사업으...",2021.05.07 | 데일리연합,동두천시 소요동 행정복지센터는 로컬드림봉사회가 지난 6일 가족이 없는 소요동 독거노인에게 지원해달라며 고추장과 된장 75통(80kg)상당을 기부했다고 밝혔다. 로컬드림...,2021.05.07,데일리연합
"동두천시 소요동 행정복지센터, 어버이날 맞아 '소담쓰담' 사업으...",2021.05.07 | 미디어투데이,"소요동 행정복지센터, 어버이날 맞아 '소담쓰담' 사업으로 독거노인 가구에 고추장 등 전달 [미디어투데이=안정태 기자] 동두천시 소요동 행정복지센터는 로컬드림봉사회가...",2021.05.07,미디어투데이
