id,question
579,가족들이 아무도 저에게 관심이 없어요. 익숙해요.
580,가족들 다 제가 뭘 어떻게 하고 다니든 관심이 없어요. 당연한 것 같아요.
581,"한 2주 갔는데, 너무 몸이 안 좋아졌어요."
582,그거 때문에 병원도 계속 다니고 있고.
583,염증 때문에 병원에 자주 다니다 보니까 환자들을 많이 보게 돼.
584,제가 원래 건강체질이거든요. 뼈도 통뼈고.
585,근데 작년에 건강검진을 받아보니까 갑상선에 혹이 생겼대요.
586,병원에 가보니 갑상선에 문제가 생겼다고 하더라구요.
587,작년에 다이어트로 살을 20키로 정도 뺐어.
588,무조건 굶어서 뺀 건 아니고 운동도 하고 식이도 했지.
589,어학연수 떠나기 전에 운동 빡시게 해서 6Kg을 뺐어요.
590,졸업 사진 찍어야 해서 다이어트 한 지 두 달 됐어요.
591,"살은 빠지긴 했는데, 그 이상 빠지질 않아서 스트레스에요."
592,저저번 달부터 다이어트 중이라 스트레스가 좀 많긴 했어.
593,특히 탄수화물을 못 먹으니까 죽을 것 같아.
594,"원래 안 그랬는데, 최근 생리가 불규칙해져서 호르몬에 이상이 생긴 건 아닌지 걱정이 됐어요."
595,한 두 달 가까이 안 나오다가 2주 정도 연달아 할 때도 있고…
596,몸살 난 것처럼 열나고 토하고 그래서 병원에 갔더니 심내막염? 그거라고 수술을 해야 한다는 거야.
597,그땐 정말 죽는 줄 알았죠. 운이 좋았는지 수술도 잘 됐어요. 매년 병원가서 검사는 하고 있어요.
598,이마가 찢어져서 5바늘 쯤 꿰맸어요.
599,작년 이맘때도 알러지 때문에 고생했어.
600,저 꽃가루 알러지가 심해서 매년 고생하거든요.
601,올해도 봄이 되니까 눈이 딱 가렵더라고요.
602,수술 끝나고 항암 치료 진행 중이에요.
603,아직도 항암이 4번이나 더 남았어…
604,항암 치료를 이어나가고 있긴 한데… 기대는 크지 않아.
605,"암튼 결혼해서 지금 애 하나 있고, 초등학생이에요."
606,사실 결혼한 지 한 달 밖에 안됐는데… 신혼인데 왜 그런지 모르겠어요.
607,결혼식 하고 일주일이나 지났나?
608,나이 마흔 둘인데 아직 결혼 안 했어.
609,"비혼주의자는 아닌데, 사람 만날 인연이 없었나봐."
610,딱히 결혼할 생각은 없어.
611,"제가 직업이 좋은 것도 아니고.. 금수저 집안도 아니고, 아직 갚을 대출도 있는데, 버는 돈은 똑같고…"
612,근데 뭐 내가 벌이가 있어야 말이지.
613,빚이 무섭게 불어나더라.
614,여차하면 팔아서 반반 나눠야겠다고 생각을 하고 있었죠.
615,얼마나 가난했냐면 정말 급식비 낼 돈도 없었거든. 진짜로.
616,그걸로 동생들 뒷바라지 다 하고… 어렵게 살았죠.
617,심지어 못 갚을 상황이 됐다고… 그게 우리가 갚아야 되는 돈이 됐다네요?
618,그래도 어느 정도 내 능력을 믿고 막 썼어. 금방 갚을 수 있을 거라는 뭐… 그런 마음이었지.
619,돈이 없을 때는 현금서비스를 받아서 근근이 살아.
620,독한 마음 먹으니까 영어가 빠르게 늘더라고요.
621,그 생각도 나고… 여러모로 배울 게 많을 거 같았어.
622,나는 새벽에 공부하는 편이라 항상 늦게까지 공부한단 말이야.
623,"학원도 다니고, 스터디도 했는데 잘 안 되더라."
624,"누나랑 남동생은 공부 다 잘하는데, 나만 한참 떨어져."
625,계속 공모전을 도전하긴 하는데 잘 안 되는 거 같아.
626,이렇게 살지 말아야겠다는 생각이 들더라. 마침 영장이 나와서 군대 갔다와서 사람되자 싶었어.
627,3월에 영장이 나와서 입대했어요.
628,형은 내년에 입대한다.
629,어머니가 대학은 한국에서 나오는 게 좋겠다고 해서 다시 한국으로 돌아왔어요.
630,한국에 돌아오고 나니까 아차 싶더라.
631,스페인에서 지내다가 한국에 돌아온 지 얼마 안 됐어요.
632,입학하고 나서 처음으로 남자친구가 생겼어.
633,놀다 보니까 여러 사람하고 어울리게 되고… 좀 잘해주는 남자가 있어서 만났어요.
634,"남들은 남자친구 잘만 사귀던데, 전 왜 6년째 솔로일까요?"
635,제가 무슨 문제가 있는 걸까요? 여자로서 무매력인가봐요.
636,비혼주의자도 아닌데 이러다 혼자 사는 거 아닌가 모르겠어요. 지금만 봐도 충분히 그럴 가능성 100%.
637,남자친구지만 나도 그렇게 되고 싶다고 생각할 만큼 배울 점이 많은 친구였어.
638,그 친구를 부러워했어요.
639,남자친구는 아직 없어.
640,주변에 별로 사귀고 싶은 사람이 없어.
641,내가 눈이 높은 것도 아닌데… 괜찮은 사람이 없네.
642,남친한테 먼저 헤어지자고 했어.
643,"학원에서 만난 남자가 고백해서 한 3개월 정도 만나고, 안 맞아서 끝냈거든."
644,남친한테 차였어.
645,제가 생각해도 남친한테 집착 쩌는 것 같아요.
646,"남친이 회식 있다고 하면 제가 막 불안하고, 진정이 안되고... 30분 간격으로 전화해서 확인해요."
647,남자친구한테 집착하는 편이야.
648,남자 가장 길게 만났을 때가 작년 겨울이었을 거야. 한 달 정도? 크리스마스 보내고 끝냈지.
649,헤어지고 얼마 안 돼서 클럽에서 괜찮아 보이는 애가 나 보고 만나보자고 하더라?
650,걔랑도 얼마 못 갔어.
651,남편이 갑자기 나한테 고백할 게 있다고 하더라.
652,남편이랑 처음 만난 게 등산 모임이거든요.
653,남편이랑 요즘 사이가 안 좋아요.
654,연애랑 결혼은 정말 다른 것 같아요. 연애할 때 몰랐던 게 왜 이렇게 많은지… 사사건건 맘에 안들고 부딪혀요.
655,남편이 너는 뭐가 그렇게 매일 힘드냐고 비난조로 말을 하더라고요.
656,남편 집안 사정이 별로 안 좋아요.
657,남편이 아무리 애를 써도 집에 가져다 주는 돈이 들쭉날쭉 해.
658,남편 벌어오는 돈도 시원찮고...
659,남편이 술을 많이 마시는 편이야.
660,남편이 술자리가 잦은 편이야.
661,남편이 술을 너무 많이 마셔. 술 밖에 모르는 사람이야. 술이라면 자다가도 벌떡 깨는것 같아.
662,결혼 초창기부터 남편과 사이가 다정하지는 않았어요.
663,결혼하고 바로 남편이랑 사이가 안 좋았어요.
664,남편이랑 사이는 좋아요.
665,떨어져있던 시간 동안 서로 믿음이 생기고 더 애틋해진 것 같아.
666,능력 빼고는 다 완벽한 사람이야. 잘 생기고 착하고 배려심 깊고..세상에서 나를 제일 아껴주는 사람이지.
667,남편이랑 싸우는 횟수가 많아졌어요.
668,남편이랑 다투는 일이 많아졌어.
669,남편이랑 자주 싸웠어.
670,"남편이랑은 그냥 그래. 부부관계도 별로 없고, 살갑게 챙겨주는 것도 아니고…"
671,남편은 내가 옆에 없으니까 아주 살판이 난 거 같아.
672,"자주 가는 술집 여자랑 바람이 난 거야, 알고 보니."
673,남편이 바람을 폈더라고요.
674,바로 남편한테 이게 뭐냐고 따지면서 딴 여자 있냐고 물어보니까 바로 그렇다고 그러네요.
675,남편이 원래 사업을 했었거든.
676,남편이 사업 때문에 바쁘거든요.
677,남편이 여직원을 하나 데리고 무역업을 하거든.
678,남편이 제 마음을 모르는 것 같아요.
679,신랑이랑은 전혀 대화가 안 돼.
680,남편이랑 말을 하면… 벽에다 대고 말을 하는 기분이야.
681,남편 그 인간 분명 돈 빼돌려서 자기네 식구들한테 줬다니까.
682,"지금 생각해보면 이상한 게… 저는 아는 오빠 소개로 거길 간 건데, 자꾸 남편이랑 부딪치는 일이 많더라고요."
683,남편이 달래주니까 맘이 많이 차분해지더라구..
684,다시 합치기엔 너무 멀리 온것 같구… 그래도 이렇게 가끔 친구처럼 연락하고 지낼 수 있어서 다행이야.
685,"지난 번에 싸우는데 남편이 선풍기를 잡는 거에요. 설마 이 인간이 이걸 던질까 싶었는데, 던지더라고요."
686,남편이 처음부터 날 때렸던 건 아니에요.
687,이웃집 언니가 반찬 좀 가져가라고 해서 간 김에 술도 얻어먹고… 그러고 왔는데 가시나가 헛바람 들었다고 대뜸 손을 올리더라고요.
688,2차이밖에 안 나는데 나를 엄청 어른 취급 하더라구.
689,남자친구들보다는 여자친구들이 편한 것 같아요.
690,남자친구들은 거친 면이 있다 보니까 불편해요.
691,사람들이 이해를 못 해줘요.
692,"그 다음 날부터 일을 하는데, 아씨 거기 외교부 직원이 진짜 이상한 거야."
693,내려서 숙소에 짐 풀고… 같이 방 쓰는 사람도 좋아 보이더라고.
694,그래도 인간관계는 나쁘지 않아.
695,친구가 그렇게 많은 편은 아니에요.
696,이성친구가 한 명도 없어.
697,여자친구들은 많은데… 이성친구가 하나도 없어서… 뭔가 인간관계가 한정적인 느낌이야.
698,그래서 대학 들어갔어요.
699,조금 늦더라도 대학을 꼭 가야겠더라.
700,대학 떨어질 줄은 정말 상상도 못했어요.
701,"그 대학만 보고 공부했는데, 당연히 붙을 줄 알았는데 어떻게 떨어질 수가 있죠?"
702,시험을 완전히 망쳐서 가고 싶었던 대학에 못 들어갔어요.
703,결국 원하던 데는 못 가고 다니던 학교를 계속 다니고 있어요.
704,근데 또 원하는 대학에 떨어진거야. 그래서 마지막이라고 생각하고 다시 해보기로 했어.
705,그런데 대학교에 딱 입학하고 나니까… 시험 끝나고 긴장이 풀려서 그런가?
706,난 대학 가려고 4수 했어.
707,사수를 해서 대학에 입학했어요.
708,원하는 대학에 또 떨어지고… 좀 더 좋다고 하는 재수학원에 다녔어요.
709,대학은 한 번 재수를 하고 들어갔어요.
710,원하는 대학에 못 가서 재수를 했어요.
711,결국 휴학했죠 뭐. 계속 집에 있었어요.
712,내가 휴학해서 학교 거의 안 가고 있잖아.
713,그냥 저의 문제인 거죠.
714,다들 크든 작든 문제 하나씩은 갖고 살잖아요…
715,젊을 때는 술을 많이 마시는 편이었어요.
716,다른 사람이랑 마실 때도 있었는데 혼자 마실 때가 많았어요.
717,내가 몇 달 전에 술에 취해서는 자는 가족들을 다 깨우고… 울고 불고… 주사를 엄청 심하게 부렸거든.
718,아주 어릴 때부터 머리카락 뽑는 버릇이 있었어요.
719,혼자 공부할 때 머리카락을 뽑는 습관이 있어.
720,몇 년 전부터 깊은 잠은 못 자고 있어.
721,중간에 자주 깨긴 했지만 잠을 잘 수는 있었거든.
722,원래 불면증이 있긴 했어.
723,자기 전에 꼭 화장실을 가야 마음이 편해요. 그냥 자면 자다가 소변을 지릴 것 같은 생각이 자꾸 들어서 불안해요.
724,소변 보고 다시 잠들 때
725,어릴 때부터 옷 입는 게 불편하고 싫었어요.
726,옷이 몸에 조금만 붙어도 기분이 나쁘고 택 같은 건 다 잡아 뜯어버려요.
727,집에서는 아예 벗고 지내요.
728,원래 소변볼 때 누가 옆에 있으면 신경을 많이 쓰는 편이긴 했어요.
729,바로 옆에 있는 소변기에 누가 딱 오면 나오던 것도 들어간다고 해야 하나…
730,"아는 애가 옆에 서 있으면, 괜히 내껄 볼 거 같은 기분이 들어요."
731,맥주를 매일 기본 5캔은 먹는 거 같아요.
732,술을 안 마시면 뭘 해야 할지 모르겠어요…
733,한 병만 먹어야지… 하다가도 술이 들어가면 또 한 병 더 먹고… 그렇게 되는 거 같아.
734,아빠는 진짜 오래 사실 줄 알았어.
735,"방학 때나 가끔 올라와서 병원에 가서 엄마를 만나고 오긴 해요. 근데 별 감정도, 느낌도 없어요."
736,두 분이서 같이 장사를 하셨었거든요.
737,"20살 때, 대학 안 가고 공장에서 일했거든요. 아빠가 한 이틀 안 들어오는 거에요."
738,초등학교 5학년 때 아빠가 사라졌던 게 생생히 기억나요.
739,엄마랑 아빠 사이가 그닥 좋진 않았어.
740,엄마 때문에 미칠 거 같아.
741,저번에 엄마 아빠가 그걸로 엄청 크게 다퉜거든.
742,문제는 아버지랑 사이가 안 좋다는 거에요.
743,아빠는 길길이 날뛰고… 집에서 당장 나가라고 소리치고… 집이 완전 아수라장이었어.
744,아버지랑 사이가 많이 틀어졌어요.
745,엄마랑 아빠가 사이가 너무 안 좋아…
746,그런데 요새는 사이가 안 좋거든.
747,서로를 이해 못 해.
748,이상이 있나 싶어서 병원에 가보려고 했는데 아빠가 그러다 말 거라고 그런 걸로 왜 병원에 가냐고 그러더라고요.
749,어릴 때부터 부모님이 나한테 별로 관심을 안 줬어요.
750,제 의견에는 아무 관심도 없으셨죠.
751,"둘이 싸우는 건 종종 봐서 별 느낌 없는데, 요 며칠 좀 심각하게 싸우는 것 같았어."
752,둘이 맨날 싸워요. 자기 하고 싶은 말만 하다가 끝나는 거에요.
753,그래서 내가 집 오기만 하면 두 분은 항상 싸우고 계셨어.
754,그렇게 엄마 죽고 나니까 집 나간 아빠가 오더라고요.
755,어렸을 때부터 엄마보다는 아빠랑 더 친했어요.
756,아버지가 별세하시고 그 뒤에 받아들이기가 참 힘들었어.
757,그러다 고3 때 돌아가셨는데 아마 그 때부터였을 걸?
758,그렇게 병원 신세 지시다가 2년 전에 돌아가셨어요.
759,거기다가 아빠는 한 번 폭발하면 자제가 안 되는 사람인데… 맞은 적도 많아요.
760,아버지는 화 나면 불 같은 성격이어서 맞은 적도 있어.
761,아빠가 저 어렸을 때부터 엄마 많이 때렸거든요. 저도 맞았고…
762,우리 엄마… 그렇게 고생을 하더니 암 걸려서 돌아가신지 벌써 4년이 됐네요.
763,엄마가 돌아가셨다고 그러는거야.
764,내가 엄청 어릴 때 엄마가 돌아가셨거든.
765,"엄마, 아빠는 제가 어렸을 때 이혼했어요."
766,부모님이 이혼하신 후에 휴가를 받아서 본가에 내려갔거든.
767,사고가 좀 있었어.
768,그래도 어지간하면 다니려고 했는데… 결국 터질게 터졌어.
769,차 찌그러지는 소리와 함께 잠깐 정신을 잃었어.
770,차 밖으로 완전히 나가 떨어졌던 거 같아.
771,교통사고가 무섭긴 무섭더라.
772,남편은 지금 중개사 공부하고 있고… 내가 주도해서 부동산을 운영하고 있어.
773,손님들 없을 때는 굳이 부동산에 안 있고… 집에 있어.
774,그 때 마침 오키나와 관광이 뜰 때라 아 이거다 싶었어요.
775,어차피 제가 그 때 하고 있던 사업이랑 비슷하기도 했고.
776,처음에는 잘 되던 사업이 갑자기 확 기울면서 경제적으로 많이 어려워졌어.
777,남편이 사업 말아먹고 나서는 계속 경제적으로 어려웠어.
778,10년 전부터 회사 관두고 신랑이랑 장사를 하고 있어.
779,남편이랑 같이 사업한지 10년 정도 됐어요.
780,동대문에서 침구 판매를 같이 하고 있어요.
781,전자 부품 사업을 했는데 잘 안 됐어요.
782,"나름 잘 되는 사업이었는데, 망하는 건 한 순간이더라."
783,사업을 하다가 실패해서 집안이 완전히 주저앉았어요.
784,원래 학교 다닐 때부터 쭉 파주에 살았어요.
785,적금 깨서 흥청망청 쓰면서 그렇게 살다가 누나가 나 있는데 수소문해서 찾아왔더라고.
786,머리도 식힐 겸 좋은 기회라고 생각해서 신청을 했어.
787,역 앞에 맛있는 빵집이 생겼다고 해서 거기서 빵을 잔뜩 사고 가는 길이었어요.
788,그리고 첫째 아이가 간 후부터 운전을 못 하게 됐거든요.
789,그때부터 더 이상 운전을 할 수가 없었어.
790,그렇다고 안 씻을 수도 없는데… 씻는게 이렇게 스트레스일 줄이야…
791,참는게 일상이라…스트레스가 심하네요.
792,그것 때문에 너무 스트레스를 받았죠.
793,특별히 힘든 일이나 그런 것도 없는데 왜 그런지 모르겠어요.
794,아침에 일어나면 TV도 보고 쇼핑도 하고 그럭저럭 잘 지냈어요.
795,남들은 생활이 어려워 힘든데… 나는 그런 건 아니니까.. 감사하게 생각하려고 했죠.
796,친구들이랑 기분전환 삼아 일본에 놀러 갈 때까지만 해도 괜찮았거든요.
797,중국에 좀 자주 가는 편이에요.
798,"운동도 좋아해서 헬스도 몇 년 째 꾸준히 하고 있고, 주말엔 등산도 자주 가고…"
799,그래서 자려다가 말고 운동 가방을 챙겨서 헬스장으로 갔어.
800,몸이 너무 불어난 거 같아서 겨울부터 운동을 다니고 있어요.
801,바로 내려서 의자에 앉아서 쉬니까 좀 낫더라고요.
802,의자에 앉아서 좀 쉬니까 괜찮아지더라고요.
803,"평일에는 퇴근하고 영어 회화 수업 들으러 다니고, 주말에는 평소 춤 추는 거 좋아해서 탱고 배우러 다녀요."
804,그래서 평일에는 영어 학원 나가.
805,딱딱하고 재미 없을 줄 알았는데 영어를 회화로 배우니까 제법 재미가 있더라.
806,대답을 하기도 전에 머리로 손이 날아왔어요.
807,운이 나쁜 날에는 맞을 때도 있어요.
808,처음에는 그냥 살짝 밀치는 정도였거든요?
809,원래 텍사스에 거주해.
810,내가 열다섯 살 때까지 미국에서 살았거든.
811,혼자서 뭔가를 해본게 처음이거든요.
812,퇴근하고 집에 오면 혼자야. 그냥 나 혼자 자취하는 느낌?
813,결국 6개월을 더 쉬겠다고 했어.
814,좀 길게 쉬긴 했지.
815,주저앉아서 쉬다가 일어났어요.
816,내가 그런 불합리한 일에 참을 사람이 아니지.
817,어렸을 때부터 그랬어서 그런 것 같아요.
818,원래 성격 자체가 이래서 어쩔 수 없는 것 같기도 하고…
819,"뭔가 나한테 안 좋게 하면, 그냥 넘어가도 될 걸 크게 만드는 편이야."
820,끝을 봐야 하는 스타일이에요.
821,내가 좀 성격이 급해.
822,내 성격이 원래 급하긴 해.
823,"식당 가도 주문도 제대로 못하고, 처음 보는 사람이랑 같이 있는게 죽기보다 싫거든."
824,원래 제가 성격이 소심하긴 해요.
825,원래 성격이 좀 내성적이고 소심한 편이긴 해.
826,평소에 말이 없고 소심한 편이야.
827,나는 내 이런 소심한 성격이 너무 싫어…
828,내가 성질이 좀 예민해.
829,젊을 때부터 예민한 성격이었어요.
830,외동딸이라 집에서 오냐 오냐 키운 것도 있고… 성격도 예민한 편이라 가리는게 많아요.
831,학교 다닐 때부터 그랬던 것 같아요. 남한테 싫은 소리 듣기 싫어서 엄청 신경쓰면서 살았던 것 같아요.
832,평소 완벽을 추구하는 편이예요.
833,성격 상 타고나길 완벽주의에요.
834,"어렸을 때부터 남들 갖고 있는 거 꼭 가져야 하고, 못 가지면 드러누워서 울고, 욕심이 많았대."
835,욕심이 많은 성격이에요.
836,회사에서 사람들이 저보고 자기 중심적인 면이 있다는거에요.
837,좀 자기 중심적인 면도 있어요.
838,자기중심적인 면이 있어요.
839,원래 성격이 자립적이야.
840,힘든 일 있어도 딱히 남한테 기대거나 말하고 그러지 않아.
841,시아주버니가 문제가 많은 사람이었어.
842,그래서 시부모님을 저희가 모시고 살았어요.
843,결혼 초에는 시할머님까지 계셨어요.
844,남친 엄마가 미친 싸이코 또라이 같아.
845,"나한테 넌 학비 대면서 돈 안 내놓냐, 요즘 예단 1억 정도 한다더라, 우리 서울 올라갈 테니 집 해놔라 이런 말을 하는 거야."
846,하루종일 시어머니랑 같이 있으려니 숨이 다 막혀요.
847,그 늙은네가 사람 약 올리는 짓을 어찌나 잘하는지…
848,"저는 집을 구해서 따로 나가 살았으면 했는데… 사정이 안 돼서 시동생, 시아주버니랑 같이 살게 됐어요."
849,아주버님이 그것 때문에 몇 억씩 대출을 받았었어. 근데 알고보니까 애아빠가 그 돈을 다 갚고 있는거야!
850,아주버님 사정이 많이 어려운것 같긴 한데.. 우리도 애 둘 키우면서 사정이 넉넉하지 않거든.
851,"이번에 카페 알바를 하는데, 같은 시간대에 2명이나 같이 일하거든."
852,원래는 없었는데 편의점 알바 한 후부터 이렇게 됐거든.
853,애기들한테 영어 가르치는 알바를 소개 받았어요.
854,모리라고 고양이를 키웠어.
855,고양이가 물거나 할퀼 수도 있지 않나?
856,"오빠나 엄마는 싫어하고, 반대했는데, 내가 다 알아서 한다고 하고 겨우 집에서 키우고 있었거든."
857,시험 공부 하느라 밤 늦게 집에 들어갔는데 모리가 없는 거야.
858,뭔가 느낌이 이상해서 어디갔냐고 난리치니까 사나운 애를 어떻게 계속 두냐고…
859,"어렸을 때 내가 자는 걸 보고 엄마가 잠깐 외출했는데, 그 사이에 내가 깬 거야."
860,초등학교 때 다른 애들보다 키도 크고 좀 성숙했거든.
861,초등학교 2학년 때였을 거에요. 엄마는 계속 집에서 누워만 있었던 것 같아요.
862,어렸을 때 집안 형편이 진짜 안 좋았어요.
863,"그 좁은 방 두 칸 짜리에 삼남매에 엄마, 아빠, 할머니까지 여섯 식구가 살았어요."
864,어렸을 때 집이 그렇게 잘 사는 편이 아니었어.
865,여자친구는 만난 지 2년 정도 됐는데… 포항에 있거든요.
866,여자친구랑은 원래 건너건너 알던 사이였어.
867,여자친구랑 떨어지기가 싫었어.
868,원거리 연애라 그런가? 크게 심리적으로 가깝다는 느낌이 안 들어요.
869,2년동안 사귄 여자친구가 있어요. 남들은 이정도 사귀면 깊은 관계라고 하던데…
870,그래서 여자친구랑 인천에서 먼저 살림을 차려버렸어요.
871,그리고 인천으로 올라와서 여자친구랑 동거를 시작했어.
872,결국 집 나와서 여자친구랑 동거 중이야.
873,여친이랑 헤어진 지 벌써 3년이라니.. 시간 진짜 빠르네.
874,근데 한 달 지나니까 그 애가 나랑 만나는 게 아무리 생각해도 아닌 것 같대. 그래서 놔줬어.
875,3년 전엔 진짜 힘들었어요. 여자친구랑도 헤어지고.
876,저한테 사귄 지 1년 된 사람이 있어요.
877,그래서 다음날 바로 사귀자고 말했어.
878,한 번 같이 술자리를 가진 다음에 급속도로 가까워졌어요.
879,"과CC였는데, 좀 안 좋게 헤어졌어."
880,주변에서는 잘 헤어졌다고 하는데 전 아니에요.
881,서로 안 맞는 부분이 많아서 헤어졌어요.
882,열여섯 살까지는 캐나다에서 지냈어요.
883,졸업하고 4년 정도 호주에서 유학을 했어요.
884,"전문대 졸업하고, 호주로 유학을 갔어요."
885,근데 둘째 낳고 육아를 시작하는데… 아…세상에...너무 힘든 거예요!!
886,애가 하나일 때랑 둘일 때랑은 차원이 다르더라구요.
887,근데 애가 있으니까 뭐 할 수 있는 게 없어. 키우는 것만으로도 벅차.
888,대학교 다닐 때 엄청 마셨죠. 근데 저는 술자리가 좋다기보다는 술 자체가 좋아요.
889,"나이 들면서 마시는 양이 더 늘었어요. 하루에 한 번은 꼭 먹고, 많이 먹으면 혼자 4병까지도 먹었어요."
890,"이제는 맥주가지고는 안 되고, 소주 한 병은 먹어야 잠을 잘 수 있어."
891,"술 마지막으로 마신 지 한 15일 됐을 거에요. 소주 3,4병 정도 먹었어요."
892,술 마시면 취할 때까지 끝까지 마셔.
893,"주변 사람들이 그만 마시라고 좀 말리는 편인데… 아니, 뭐 술 먹고 뒈져도 내가 뒈지지, 지들이 뒈지나?"
894,일 주일에 2번은 술을 먹는 것 같아요. 한 번 먹을 때마다 소주 한 병 반 정도?
895,근데도 술을 끊지는 못하겠어요.
896,제가 술 마시는 걸 좋아해요.
897,젊을 때부터 술을 많이 마셨거든요.
898,나도 옆에 있다 보니 닮아가나 봐. 술꾼이 다 됐어.
899,같이 마실 때도 많고 나 혼자 마실 때도 있어.
900,얼마 전에 일 때문에 파주에서 일산으로 집을 옮겼어요.
901,서초동 쪽에 마음에 드는 집이 있어서 계약을 했지.
902,결국 이사를 해야 했어요.
903,이렇게 맞고 사는데 당연히 이혼 생각했죠.
904,"참 좋은 분들이라고 생각했는데, 그걸 알자마자 바로 이혼하라고 하시더라고요."
905,"지금 생각하면 그냥 애 하나로 끝냈어야 했는데, 나도 참 바보지…. 덜컥 둘째 갖고…."
906,설마 하고 임테기를 사서 봤는데… 빨간 줄이 두 줄이더라고요.
907,8월에 계획에 없던 애기가 덜컥 임신이 된 거야.
908,아기가 중간에 잘못돼서 임신중절 수술을 받았어.
909,6개월이 지난 상태라 거의 출산에 맞먹을 정도로 몸에 무리가 많이 간다고 하더라구.
910,"작년에 우울한 기분이 없어지지 않고, 쭉 지속된다는 걸 느끼고 이게 우울증인가 싶었어."
911,이게 우울증인가?
912,작년부터 우울증 증세가 있었어요.
913,나한테 무슨 이상이 있는 건 아닐까?
914,저한테 무슨 문제가 있다는 생각이 계속 들었거든요.
915,역시 저한테 무슨 이상이 있는 거겠죠?
916,남편 사업 때문에 한국에서 살고 있어요. 갓 돌 지난 애도 있어요.
917,"큰 애는 중3, 작은 애는 초등학생이야."
918,둘째가 이제 10개월이야.
919,데이트를 몇 번 했던 남자가 새벽에 집을 찾아왔어요.
920,처음 사귄 남친은 저보다 8살 많았어요. 관심사가 전혀 달라서 말이 안 통했어요.
921,얼마 전부터 친구 따라 교회에 다니기 시작했어.
922,길 가다보면 이상한 종교 집단에서 나와서 전도하는 게 많잖아요.
923,성령님이 저에게 시험을 내신 거라고 생각해요.
924,그러다 지금 일하는 회사에 작년에 취업이 됐어.
925,지금 삼성전자에 다녀.
926,"잡지 기자로 일하고 있는데, 다른 건 다 괜찮아."
927,작년 말에 회사를 관둘까 말까 고민하면서 엄청 스트레스를 많이 받았었거든.
928,그런데 하던 일을 갑자기 그만두기가 힘들잖아요.
929,어머니께 식당일 때문에 아무것도 못한다고 말씀 드렸더니 그만두고 내 일을 찾아가라고 하셨어요.
930,그랬더니 오늘 가니까 일을 아주 산더미처럼 주더라?
931,"계속 나한테만 어렵고 힘든 일 시키고, 잠깐 쉬고 있으면 엄청 닦달하고."
932,요즘 일이 좀 많긴 했어요. 2분기 거의 막바지라…
933,그래서 조금 힘들어진다 싶으면 회사를 관두고 다른 곳으로 이직했어.
934,회사를 길어야 3개월 정도 다니는 거 같아.
935,결혼 전부터 했던 인테리어 일을 다시 하고 있어요.
936,어쩌다 운 좋게 다시 원래 다니던 회사 들어왔어요. 다행이었죠.
937,이번 주 월요일부터 다시 사무실에 출근하고 있거든.
938,"그런데 점점 다니다 보니까 이 회사에 장점이 하나도 없다는 생각이 들고, 너무 내가 손해를 보는 거 같아."
939,"참고 참다가 엄마한테 말을 했는데, 이제 그만두고 내 일 찾아서 가래요."
940,출근이 지긋지긋해. 나도 장사나 할까 싶고…
941,문제는 취업하고 나서 일을 하기 시작하니까 업무가 내가 생각했던 거랑 너무 다르더라고.
942,잡일은 너무 많고… 일에 만족감이 하나도 없는 거야.
943,안 먹어야지 해도 회사에서 스트레스 받으면 어떻게 할 수가 없어요.
944,그때 스트레스가 좀 심했거든요. 그 회사가 워낙 일이 빡빡해서.
945,직장에서 스트레스 받아가며 아등바등 살 필요가 있나 싶더라고요.
946,직장생활은 별로 문제될게 없어. 나름대로 성공한 삶인 것 같아.
947,지금 5년째 근무 중이야. 일은 그럭저럭 할만해.
948,내가 지금 하는 일이 진짜 단순한 일이야.
949,"계속 모니터 화면 보고 확인하고, 체크하고…"
950,지금 회사로 옮긴 지 2년 정도?
951,"연봉도 조금 더 오르고, 대우도 괜찮은 거 같아서 지금 회사로 옮겼어요."
952,"회사를 옮기면서 직급도 올라서, 지금은 과장이에요."
953,더 이상 일이 안 될 정도여서… 결국 퇴사를 하고 회사에서 나왔어요.
954,결국 내가 먼저 관두겠다고 말했어.
955,더 이상 여기 있어도 아무 도움이 안 되겠다 싶어서 지난주 월요일에 사표를 냈어.
956,일단 부장 간호사님께 말씀 드리고 쉬는 중이에요.
957,아직 육아휴직중이에요.
958,"일도 다 싫고, 당장이라도 때려치고 싶은데, 팀장이 계속 잡아서 일단 휴직계를 낸 상태예요."
959,담임 선생님이 그냥 인문계 가는 것보다 상고로 가는 게 취직이 빠르다고 해서 상고로 갔어.
960,"회사에서 회계 쪽으로 일을 했는데, 일을 하다 보니까 대학을 안 가면 승진이 안 되겠더라."
961,요즘 공무원이 최고잖아. 연금도 나오고.
962,"하고 싶은 것도 딱히 없고, 빨리 취직하고 싶어서 상고에 갔어요."
963,나도 빨리 돈을 벌고 싶기도 했고… 상고 졸업하고 바로 취업을 했어.
964,진짜 난 안 되나 보다… 싶을 때 지금 회사에서 연락이 왔어요.
965,"대학 졸업하고, 1년 동안 지겹게 놀았어."
966,"다른 애들은 다 취업했는데, 저만 아직 취준생이에요."
967,대학 졸업하고 3년 째 취업 준비 중이야.
968,취업도 힘들고…
969,결국 요양원에 모시고 다시 일을 구하고 있는데 생각처럼 일이 안 잡혀.
970,영문과 졸업했는데 취업하기가 너무 힘들어.
971,아픈 데 없이 건강한 애였는데…
